Hours,Shape
21,unknown
21,unknown
22,disk
22,sphere
02,unknown
02,circle
15,other
20,cigar
21,light
21,light
22,triangle
22,triangle
22,triangle
12,sphere
12,unknown
15,cigar
18,oval
20,light
21,light
21,sphere
22,light
22,light
23,triangle
23,light
23,light
00,light
16,cigar
18,unknown
03,other
04,circle
06,light
08,oval
20,other
22,triangle
23,unknown
01,light
16,changing
17,disk
20,unknown
22,sphere
23,light
23,disk
00,sphere
13,formation
21,triangle
21,disk
21,light
22,unknown
00,changing
10,circle
14,cross
14,other
16,other
17,oval
20,disk
20,light
21,fireball
21,other
22,light
23,disk
18,disk
19,disk
21,disk
24,triangle
20,disk
21,triangle
00,unknown
12,disk
12,disk
21,formation
23,disk
14,circle
14,other
19,light
01,light
08,light
11,other
23,triangle
08,light
14,circle
15,cigar
16,unknown
21,circle
21,fireball
22,light
23,triangle
18,cylinder
22,disk
00,unknown
01,light
04,disk
11,other
21,triangle
05,light
19,triangle
10,unknown
12,cigar
12,cigar
13,unknown
18,disk
19,chevron
22,chevron
00,unknown
00,teardrop
06,other
07,other
11,other
20,triangle
20,changing
20,unknown
21,triangle
23,light
16,other
21,cigar
21,changing
22,formation
01,rectangle
03,disk
03,disk
06,circle
08,disk
16,sphere
18,sphere
20,disk
20,fireball
20,fireball
22,disk
22,circle
22,triangle
14,other
19,triangle
21,cigar
21,egg
21,flash
23,light
01,triangle
16,unknown
17,light
23,triangle
02,cigar
04,oval
16,disk
17,sphere
20,light
21,oval
22,triangle
00,disk
18,circle
22,sphere
22,light
22,unknown
23,oval
23,sphere
23,light
11,sphere
18,diamond
20,other
21,light
22,light
23,other
01,formation
11,light
17,rectangle
19,fireball
21,triangle
23,cigar
08,formation
18,other
19,circle
20,light
20,circle
20,triangle
20,light
21,circle
21,other
22,circle
23,fireball
01,changing
02,circle
08,light
11,cigar
12,disk
12,cylinder
14,cylinder
17,light
18,egg
18,other
18,changing
18,changing
18,disk
18,fireball
20,light
20,light
20,other
20,sphere
21,circle
21,fireball
21,fireball
21,changing
21,light
21,fireball
21,unknown
21,light
22,rectangle
22,light
22,formation
22,circle
22,cylinder
22,triangle
22,triangle
23,triangle
23,light
20,disk
20,fireball
11,sphere
20,cigar
22,light
10,fireball
20,light
22,other
22,triangle
14,circle
15,circle
16,circle
20,other
20,light
20,sphere
20,light
21,light
21,fireball
22,circle
06,disk
03,changing
16,sphere
23,chevron
23,formation
12,other
15,other
19,sphere
22,light
20,sphere
21,triangle
21,formation
21,light
01,circle
01,triangle
05,oval
20,unknown
21,triangle
21,unknown
21,cylinder
23,light
09,light
13,unknown
19,unknown
20,triangle
20,diamond
23,other
23,light
00,light
01,chevron
11,cigar
18,sphere
21,light
22,cylinder
23,triangle
23,light
01,triangle
09,light
13,disk
18,triangle
21,sphere
21,oval
22,other
22,other
04,triangle
20,oval
22,fireball
22,light
23,cigar
01,triangle
01,diamond
03,formation
15,other
17,triangle
17,unknown
21,egg
04,light
09,diamond
12,other
14,diamond
16,unknown
16,unknown
17,oval
21,oval
21,light
21,formation
21,egg
22,fireball
22,circle
22,light
22,sphere
23,light
08,circle
09,circle
10,circle
10,formation
19,sphere
20,other
20,light
20,unknown
20,light
20,triangle
20,fireball
21,oval
21,oval
21,circle
22,triangle
22,light
22,formation
22,light
22,formation
23,circle
23,fireball
23,formation
23,light
24,circle
00,light
00,formation
00,circle
04,circle
11,sphere
13,cigar
17,sphere
18,formation
20,flash
20,flash
21,light
22,oval
22,diamond
20,disk
10,disk
10,sphere
00,triangle
23,oval
10,light
21,light
17,triangle
05,cylinder
14,other
17,triangle
03,oval
13,other
21,unknown
00,light
15,cigar
20,disk
22,cigar
23,egg
02,light
04,light
21,light
01,rectangle
14,disk
22,circle
09,other
14,light
20,light
20,other
20,light
21,cone
21,diamond
21,triangle
21,triangle
22,changing
23,formation
00,circle
08,other
17,changing
20,sphere
21,diamond
23,triangle
00,disk
00,light
06,light
06,unknown
06,unknown
06,light
09,cigar
10,other
12,disk
19,light
22,disk
22,circle
23,triangle
12,fireball
18,light
19,disk
22,light
07,light
16,light
18,circle
21,other
21,light
21,chevron
21,chevron
21,unknown
22,light
22,light
22,light
22,triangle
22,triangle
23,unknown
23,chevron
00,circle
18,unknown
21,oval
21,light
21,sphere
22,sphere
22,triangle
22,formation
23,light
05,light
20,disk
22,light
23,disk
23,light
01,changing
02,circle
05,light
09,cylinder
19,light
20,light
21,sphere
21,sphere
23,other
23,unknown
01,unknown
02,fireball
03,light
07,triangle
19,formation
20,formation
20,light
21,changing
21,light
21,fireball
21,sphere
22,circle
22,disk
22,triangle
23,triangle
23,fireball
01,light
01,fireball
02,light
20,light
22,fireball
00,changing
06,triangle
12,sphere
20,rectangle
20,cylinder
20,light
20,sphere
20,sphere
21,disk
21,triangle
18,triangle
21,unknown
21,disk
19,chevron
20,rectangle
00,fireball
01,triangle
14,changing
20,triangle
22,light
01,diamond
18,egg
18,egg
02,light
20,unknown
08,changing
09,light
23,triangle
01,oval
01,light
01,light
12,cylinder
21,cigar
23,other
00,diamond
06,unknown
06,disk
11,triangle
17,disk
18,disk
20,other
21,triangle
21,circle
22,disk
22,light
22,unknown
23,other
23,cylinder
23,light
23,other
23,other
06,disk
17,unknown
17,circle
21,unknown
21,circle
22,unknown
22,unknown
23,unknown
11,formation
12,disk
15,circle
21,triangle
22,sphere
22,disk
23,light
03,other
21,light
22,light
22,sphere
06,other
12,sphere
20,light
21,unknown
22,changing
22,unknown
24,cigar
05,light
20,unknown
21,unknown
21,circle
22,disk
22,light
00,changing
00,disk
01,triangle
05,circle
09,sphere
15,cigar
19,triangle
20,oval
20,oval
21,fireball
22,triangle
22,light
22,other
22,light
22,light
22,light
24,light
01,triangle
03,other
03,light
12,circle
20,circle
21,circle
22,triangle
23,triangle
24,sphere
00,flash
01,changing
01,disk
20,light
20,light
20,circle
20,light
21,disk
21,sphere
21,fireball
22,oval
17,cylinder
20,light
20,other
23,light
23,triangle
23,unknown
00,triangle
01,light
01,other
04,oval
08,light
08,unknown
14,unknown
20,oval
20,light
21,unknown
21,sphere
21,triangle
21,formation
21,light
22,light
22,light
23,formation
23,light
19,other
00,unknown
21,other
21,other
23,egg
23,fireball
23,unknown
01,fireball
01,fireball
01,fireball
16,cigar
20,light
22,oval
00,fireball
05,triangle
22,fireball
20,circle
01,circle
03,oval
21,other
02,cigar
02,fireball
06,other
07,other
10,other
14,cylinder
20,other
21,circle
21,circle
21,fireball
21,other
21,fireball
21,light
21,disk
21,triangle
21,triangle
22,unknown
22,oval
22,chevron
22,chevron
22,disk
22,oval
01,fireball
01,circle
02,fireball
08,disk
12,circle
13,other
19,triangle
20,formation
20,triangle
21,triangle
21,triangle
21,triangle
21,light
22,oval
22,light
24,circle
10,formation
13,changing
14,cigar
15,cigar
16,sphere
16,sphere
21,light
22,light
01,flash
05,light
09,oval
13,disk
14,oval
15,disk
18,circle
21,light
21,oval
21,unknown
21,light
23,light
00,oval
11,other
21,light
02,triangle
08,cylinder
08,cylinder
20,oval
22,circle
01,triangle
05,light
18,light
20,disk
21,circle
21,unknown
21,triangle
22,unknown
23,triangle
00,circle
01,light
01,circle
05,other
05,sphere
12,sphere
18,formation
21,circle
22,triangle
22,unknown
22,formation
23,unknown
23,cigar
23,circle
23,circle
23,triangle
06,light
09,light
12,circle
20,flash
20,unknown
20,light
20,sphere
21,fireball
21,disk
21,light
21,sphere
21,light
21,light
22,oval
22,other
01,cigar
01,other
19,circle
20,sphere
21,sphere
21,circle
21,unknown
21,fireball
21,rectangle
22,circle
22,cigar
00,triangle
04,formation
08,light
08,other
11,light
20,light
20,light
20,cigar
20,unknown
20,light
20,light
21,fireball
21,triangle
21,unknown
21,disk
22,cone
23,oval
19,sphere
02,unknown
24,rectangle
11,oval
19,circle
11,disk
20,disk
01,light
20,changing
20,triangle
17,circle
10,light
10,light
13,other
20,light
23,triangle
06,sphere
21,light
23,other
11,other
02,disk
09,triangle
10,disk
10,triangle
13,formation
22,sphere
19,light
19,light
00,flash
04,triangle
21,other
21,light
23,circle
23,other
10,fireball
19,unknown
21,circle
03,triangle
11,triangle
12,disk
21,light
22,triangle
22,triangle
00,fireball
14,sphere
17,circle
21,other
21,unknown
21,unknown
22,triangle
23,triangle
23,triangle
00,light
01,unknown
03,light
19,triangle
20,chevron
21,fireball
22,unknown
22,fireball
22,circle
23,triangle
17,disk
21,disk
22,light
23,light
00,unknown
00,formation
00,formation
00,formation
00,formation
01,disk
03,triangle
20,triangle
21,triangle
21,triangle
22,circle
22,triangle
01,unknown
14,cylinder
14,sphere
15,other
17,other
17,cylinder
21,triangle
21,sphere
01,triangle
01,light
04,sphere
09,cigar
22,unknown
23,circle
01,circle
01,light
02,light
21,light
21,light
21,circle
21,light
23,triangle
03,light
04,sphere
04,light
10,sphere
13,circle
14,other
22,oval
00,circle
19,changing
20,light
21,light
21,sphere
21,chevron
22,light
22,formation
24,unknown
00,oval
03,light
05,formation
19,circle
21,light
21,light
22,light
22,light
23,light
00,light
00,unknown
17,circle
21,light
03,teardrop
10,fireball
15,unknown
16,circle
18,cylinder
21,unknown
22,light
22,sphere
23,unknown
13,disk
16,disk
20,oval
21,changing
21,cylinder
21,triangle
21,disk
22,formation
22,light
22,fireball
19,triangle
20,disk
14,other
22,circle
22,circle
17,formation
04,circle
12,other
23,triangle
22,disk
04,circle
09,triangle
09,other
20,light
23,light
04,changing
05,light
19,cylinder
22,light
01,circle
10,oval
21,triangle
22,light
09,disk
18,cylinder
20,other
23,circle
24,circle
02,oval
02,light
03,circle
16,oval
22,unknown
22,formation
22,circle
23,fireball
23,unknown
23,triangle
23,light
23,light
23,triangle
00,diamond
03,unknown
03,other
11,flash
15,unknown
21,oval
21,sphere
21,unknown
22,unknown
23,fireball
06,triangle
12,sphere
14,cigar
19,disk
20,disk
20,light
20,light
23,circle
00,sphere
00,circle
04,disk
15,cylinder
20,other
22,unknown
01,light
04,light
20,light
22,light
23,fireball
23,flash
23,fireball
00,oval
04,formation
20,other
20,cylinder
22,light
22,light
23,chevron
04,triangle
13,light
22,circle
22,formation
22,light
03,sphere
04,fireball
10,unknown
12,sphere
13,other
20,cone
21,light
22,unknown
22,circle
22,light
05,triangle
07,light
08,circle
11,circle
14,cigar
16,sphere
17,egg
20,formation
20,changing
20,oval
21,fireball
21,sphere
22,light
22,unknown
22,unknown
22,unknown
22,unknown
00,fireball
07,oval
07,other
11,other
13,unknown
15,circle
19,light
19,sphere
21,sphere
21,light
21,light
21,fireball
21,sphere
21,fireball
21,light
22,triangle
22,light
22,formation
22,oval
23,circle
23,triangle
23,circle
14,other
15,egg
12,cigar
12,cigar
18,light
20,light
22,cigar
22,light
13,sphere
15,oval
00,sphere
17,rectangle
12,disk
21,cigar
13,cone
05,disk
12,oval
20,disk
22,cigar
00,other
00,other
03,disk
14,disk
15,circle
02,triangle
19,light
18,sphere
18,unknown
09,disk
14,light
20,other
20,disk
17,oval
02,fireball
17,disk
12,diamond
20,formation
22,triangle
23,sphere
00,triangle
17,oval
19,oval
19,oval
21,other
22,light
24,disk
00,light
18,disk
21,fireball
00,oval
07,disk
12,cylinder
18,fireball
20,triangle
20,disk
17,other
19,diamond
21,cylinder
18,circle
19,triangle
20,rectangle
13,light
13,light
14,other
17,circle
19,sphere
20,light
19,formation
21,oval
23,unknown
16,circle
21,unknown
21,disk
22,light
20,flash
20,light
01,circle
03,cigar
14,sphere
20,other
21,disk
03,sphere
18,cigar
22,triangle
06,sphere
18,triangle
20,fireball
22,sphere
18,light
21,cross
21,triangle
22,unknown
01,triangle
01,triangle
12,disk
21,light
22,other
23,disk
14,disk
22,triangle
22,flash
22,triangle
23,triangle
23,unknown
00,triangle
02,light
16,diamond
18,triangle
21,light
21,light
22,triangle
03,triangle
03,other
10,circle
10,oval
14,sphere
17,triangle
21,formation
21,fireball
22,circle
22,fireball
22,light
22,light
23,teardrop
01,flash
09,changing
12,sphere
17,egg
21,light
21,sphere
22,triangle
23,light
04,other
04,light
14,disk
16,cylinder
17,unknown
18,light
21,rectangle
23,sphere
23,diamond
11,light
17,other
18,diamond
21,oval
23,circle
00,triangle
02,formation
10,changing
12,sphere
15,changing
17,cylinder
20,circle
22,other
22,triangle
22,light
22,light
23,egg
01,cross
02,triangle
07,light
14,sphere
19,unknown
20,disk
21,triangle
21,sphere
22,light
22,triangle
22,light
23,triangle
00,formation
00,light
01,disk
01,oval
03,light
03,triangle
06,other
15,cigar
16,changing
23,other
23,sphere
00,other
13,changing
14,diamond
21,light
21,light
21,sphere
22,triangle
22,triangle
23,light
24,formation
00,light
00,other
01,triangle
03,circle
04,triangle
09,disk
10,diamond
17,circle
20,circle
21,light
21,light
21,fireball
22,triangle
23,rectangle
04,changing
13,disk
20,light
23,light
01,triangle
05,sphere
09,triangle
16,disk
19,light
22,circle
01,triangle
06,triangle
09,circle
09,formation
19,cigar
20,disk
21,unknown
21,circle
22,light
23,triangle
23,circle
23,flash
23,disk
00,light
03,cigar
12,sphere
16,sphere
21,fireball
21,light
22,changing
01,unknown
04,disk
12,sphere
20,light
23,rectangle
00,sphere
00,triangle
03,light
04,unknown
10,other
14,flash
20,other
20,fireball
21,triangle
21,sphere
21,oval
21,oval
21,fireball
00,flash
01,light
05,other
08,other
15,other
16,formation
19,circle
19,fireball
20,triangle
20,other
20,other
20,other
20,formation
21,light
21,unknown
21,other
21,formation
21,light
21,other
21,other
21,circle
21,circle
22,unknown
22,cigar
23,sphere
23,other
23,cigar
23,changing
23,formation
23,other
21,oval
09,unknown
09,unknown
21,disk
23,egg
20,disk
21,light
21,unknown
20,disk
20,triangle
14,oval
23,oval
01,triangle
22,disk
14,cigar
20,chevron
02,light
14,sphere
21,disk
01,circle
03,light
21,disk
00,light
20,sphere
21,cylinder
09,disk
20,unknown
22,other
23,light
23,other
00,light
12,disk
12,circle
20,triangle
20,sphere
21,triangle
22,formation
22,light
22,formation
22,triangle
23,oval
01,triangle
02,triangle
03,oval
04,light
16,rectangle
21,fireball
21,other
22,light
22,fireball
23,light
03,changing
22,cylinder
00,formation
03,other
04,formation
19,light
20,unknown
23,disk
23,cigar
18,disk
20,disk
22,formation
22,cross
23,other
00,triangle
13,disk
15,circle
18,circle
20,sphere
21,unknown
21,triangle
22,unknown
23,unknown
14,other
14,other
14,oval
18,oval
23,unknown
23,triangle
23,flash
23,light
20,unknown
00,circle
03,light
20,triangle
21,light
21,light
22,oval
00,unknown
03,other
10,triangle
11,unknown
12,light
19,fireball
21,light
21,light
21,light
22,light
22,diamond
23,diamond
23,unknown
24,light
01,fireball
12,oval
21,sphere
22,oval
22,fireball
23,fireball
01,fireball
01,changing
01,light
08,disk
09,sphere
11,circle
12,oval
13,cigar
20,formation
20,light
20,diamond
21,circle
21,oval
21,sphere
21,light
21,fireball
21,circle
21,circle
21,formation
21,circle
21,light
21,other
22,circle
22,oval
22,circle
22,unknown
22,light
22,circle
23,fireball
23,changing
23,light
23,light
00,circle
01,formation
14,sphere
18,cigar
21,circle
21,light
21,light
22,other
22,fireball
21,disk
22,disk
23,unknown
14,other
19,triangle
03,oval
21,triangle
22,light
01,triangle
16,sphere
19,circle
19,circle
21,other
21,light
21,light
17,sphere
22,triangle
23,triangle
23,light
01,light
02,circle
18,cigar
21,light
22,triangle
23,oval
23,light
23,circle
03,oval
03,teardrop
06,disk
09,changing
10,unknown
13,cigar
13,other
21,triangle
22,unknown
02,formation
12,cylinder
20,circle
21,unknown
23,other
00,oval
03,triangle
09,triangle
18,other
20,circle
21,light
21,unknown
22,light
22,diamond
23,other
00,triangle
00,fireball
00,other
21,rectangle
21,triangle
22,other
01,light
12,circle
13,oval
14,light
20,sphere
21,light
22,light
23,light
02,fireball
18,unknown
20,diamond
23,disk
04,light
06,disk
08,egg
11,fireball
13,other
16,cigar
18,other
18,triangle
23,fireball
23,triangle
05,light
22,fireball
23,cylinder
16,circle
18,oval
19,unknown
21,sphere
22,light
01,light
10,formation
21,light
21,light
22,triangle
22,triangle
01,triangle
15,triangle
16,unknown
20,light
20,fireball
20,unknown
21,circle
21,unknown
21,changing
21,fireball
21,light
22,circle
22,light
23,light
20,light
21,light
21,fireball
21,fireball
22,circle
22,rectangle
22,light
23,changing
23,light
16,unknown
20,disk
21,disk
15,disk
20,rectangle
13,unknown
03,unknown
11,circle
00,triangle
00,other
03,circle
21,other
22,formation
03,circle
11,diamond
17,disk
19,triangle
21,triangle
21,triangle
04,sphere
04,disk
20,light
21,circle
23,cone
00,other
13,disk
15,circle
21,light
22,light
02,teardrop
02,formation
04,cigar
02,triangle
02,triangle
03,disk
20,disk
21,circle
22,sphere
22,other
22,light
22,triangle
22,triangle
23,sphere
02,circle
08,other
10,unknown
00,light
01,light
01,light
14,light
20,light
22,circle
12,other
17,light
19,light
21,light
21,light
23,flash
00,light
00,light
00,cylinder
00,circle
01,light
03,unknown
21,unknown
22,sphere
23,light
23,other
23,light
02,other
12,formation
20,disk
21,chevron
21,triangle
21,unknown
22,cigar
22,light
22,light
23,sphere
00,changing
04,other
21,light
21,light
21,sphere
22,triangle
23,fireball
02,changing
12,triangle
12,cigar
13,circle
17,oval
22,formation
22,cigar
23,circle
00,disk
18,flash
21,light
23,light
23,flash
23,teardrop
23,unknown
04,light
04,light
20,cigar
20,formation
21,triangle
21,other
21,unknown
21,light
22,light
06,light
20,disk
16,disk
12,diamond
03,fireball
04,unknown
18,other
21,disk
21,changing
07,other
14,oval
10,disk
12,disk
15,cigar
07,disk
14,sphere
15,disk
17,disk
22,egg
00,disk
19,triangle
20,teardrop
20,formation
23,light
18,oval
19,sphere
20,oval
21,sphere
14,cigar
20,light
16,light
22,disk
01,sphere
22,rectangle
00,unknown
01,other
13,cigar
15,disk
20,disk
20,disk
21,disk
21,cigar
01,cigar
13,other
16,disk
20,disk
24,disk
19,changing
00,cigar
08,disk
23,unknown
02,circle
20,triangle
20,other
01,rectangle
16,cigar
17,triangle
20,changing
20,changing
22,other
16,cigar
04,oval
16,triangle
20,other
00,disk
19,diamond
16,other
18,disk
23,circle
02,disk
20,circle
22,sphere
02,unknown
08,sphere
17,chevron
22,triangle
00,oval
23,light
23,cigar
00,sphere
08,sphere
15,sphere
21,triangle
01,triangle
14,unknown
21,triangle
21,triangle
22,fireball
22,chevron
13,circle
03,light
15,cone
22,circle
02,fireball
17,diamond
17,light
14,sphere
15,other
16,sphere
17,triangle
18,light
21,chevron
22,light
00,triangle
18,triangle
18,light
03,unknown
03,sphere
22,cigar
00,disk
02,light
08,teardrop
10,light
10,circle
16,formation
18,cigar
20,light
21,other
21,oval
22,triangle
22,triangle
07,light
18,other
20,oval
20,triangle
21,light
23,light
23,triangle
24,triangle
01,disk
01,unknown
02,changing
10,cylinder
17,fireball
18,disk
21,circle
22,light
23,light
03,circle
04,triangle
07,disk
13,disk
20,circle
21,light
21,other
22,chevron
22,triangle
22,other
22,light
22,fireball
23,circle
23,teardrop
23,chevron
00,unknown
01,triangle
13,oval
18,oval
19,cylinder
21,circle
22,unknown
22,flash
23,fireball
00,light
01,triangle
12,circle
13,sphere
14,triangle
14,diamond
16,light
20,light
21,light
22,chevron
23,triangle
00,triangle
01,light
03,light
08,circle
15,sphere
17,teardrop
19,oval
19,light
21,changing
21,chevron
21,triangle
21,triangle
22,other
23,teardrop
23,oval
23,other
23,other
00,disk
00,triangle
03,other
05,oval
06,cigar
06,disk
14,sphere
14,rectangle
15,light
21,circle
21,disk
21,circle
21,cylinder
22,light
23,oval
00,triangle
00,triangle
03,unknown
05,light
05,unknown
07,teardrop
07,oval
13,disk
13,other
16,changing
19,disk
20,cross
20,unknown
20,light
21,formation
21,light
21,sphere
21,light
22,unknown
22,diamond
23,triangle
23,circle
00,disk
12,other
12,cigar
14,disk
16,other
18,triangle
19,cigar
20,light
21,formation
23,egg
00,circle
08,disk
12,other
13,sphere
17,triangle
20,unknown
22,unknown
22,circle
23,changing
23,triangle
23,fireball
01,cylinder
04,triangle
05,other
17,disk
22,changing
22,disk
23,changing
23,circle
00,light
00,other
02,formation
03,light
04,light
15,triangle
17,circle
20,fireball
20,teardrop
21,light
21,unknown
21,light
22,light
22,light
22,circle
22,circle
23,oval
00,unknown
01,light
18,sphere
19,unknown
19,light
20,light
20,unknown
20,light
20,fireball
21,other
21,light
22,cross
22,fireball
09,triangle
10,light
20,triangle
23,triangle
00,sphere
02,fireball
03,unknown
09,fireball
11,unknown
20,flash
20,circle
20,oval
21,chevron
22,light
22,fireball
23,sphere
23,circle
24,fireball
00,light
00,oval
13,other
13,circle
15,circle
20,light
20,sphere
21,sphere
22,fireball
22,light
22,unknown
22,unknown
23,light
23,light
24,other
24,diamond
17,oval
20,fireball
11,fireball
23,other
21,other
23,triangle
02,unknown
02,oval
03,cylinder
16,fireball
21,light
22,triangle
23,changing
00,oval
19,light
21,light
11,egg
00,cigar
13,disk
22,triangle
22,circle
08,light
14,sphere
24,light
07,unknown
20,light
21,light
23,disk
23,other
00,light
02,triangle
09,circle
10,disk
11,disk
11,sphere
19,circle
19,circle
21,fireball
21,sphere
22,fireball
22,fireball
22,rectangle
22,fireball
23,formation
09,sphere
10,light
15,other
19,triangle
10,light
13,rectangle
21,other
23,other
23,unknown
23,unknown
01,triangle
07,cigar
15,circle
21,triangle
21,unknown
22,light
00,light
01,light
02,light
04,light
20,light
21,circle
21,changing
22,light
22,fireball
22,circle
10,cylinder
20,light
23,changing
00,formation
00,circle
16,unknown
19,circle
21,disk
21,other
23,diamond
23,flash
00,fireball
00,light
02,formation
11,cigar
22,flash
22,triangle
22,circle
00,triangle
05,unknown
11,unknown
12,sphere
16,oval
20,oval
22,light
22,sphere
23,triangle
01,triangle
10,triangle
11,fireball
16,unknown
18,egg
19,other
21,fireball
21,triangle
21,fireball
22,triangle
22,fireball
10,circle
02,unknown
05,unknown
19,chevron
05,oval
22,oval
20,light
21,flash
03,triangle
14,oval
08,other
17,circle
22,light
23,light
23,triangle
00,other
20,triangle
00,other
16,teardrop
19,circle
19,sphere
21,cross
21,oval
15,sphere
15,sphere
21,triangle
21,triangle
22,triangle
22,cone
23,light
12,cigar
20,oval
21,disk
23,unknown
23,other
11,light
15,light
16,disk
17,teardrop
18,sphere
20,light
21,cylinder
24,light
21,sphere
22,light
00,fireball
02,circle
03,circle
20,unknown
21,triangle
21,light
21,chevron
22,diamond
23,light
24,unknown
24,unknown
13,cylinder
16,other
22,light
00,light
09,fireball
10,sphere
11,formation
12,cigar
12,oval
15,oval
21,oval
23,unknown
23,sphere
00,sphere
04,other
09,light
11,cigar
15,circle
19,sphere
20,cone
20,diamond
21,disk
21,circle
21,light
22,triangle
23,unknown
23,circle
22,teardrop
17,triangle
21,formation
22,fireball
22,rectangle
01,flash
21,circle
21,cone
21,flash
22,other
22,unknown
22,unknown
23,sphere
03,unknown
10,cone
19,circle
21,sphere
21,triangle
21,light
21,fireball
22,fireball
22,fireball
02,oval
10,circle
20,changing
22,other
21,other
03,triangle
23,triangle
12,cylinder
19,triangle
21,light
23,other
00,fireball
07,disk
14,egg
14,egg
21,light
21,oval
22,egg
22,light
22,triangle
22,chevron
20,light
21,diamond
22,triangle
01,chevron
03,light
20,sphere
21,triangle
21,light
22,triangle
23,triangle
01,disk
02,light
14,sphere
21,circle
21,formation
22,teardrop
12,rectangle
21,disk
23,light
23,unknown
10,oval
20,disk
22,disk
22,other
22,light
23,triangle
23,fireball
24,circle
13,sphere
19,sphere
21,light
21,diamond
22,light
02,other
12,cigar
13,cylinder
21,unknown
22,circle
02,light
09,egg
21,light
21,flash
22,other
22,other
23,other
00,chevron
08,unknown
20,triangle
21,light
21,light
22,unknown
23,light
23,circle
23,disk
04,changing
09,flash
11,diamond
12,flash
14,light
16,sphere
18,light
19,sphere
19,teardrop
19,circle
19,cone
19,circle
21,unknown
22,triangle
22,triangle
12,rectangle
16,other
21,light
21,unknown
21,diamond
21,light
22,disk
23,light
00,disk
00,light
00,circle
03,light
10,light
14,sphere
17,circle
17,egg
20,cigar
21,disk
22,light
22,sphere
22,light
23,unknown
01,circle
12,cross
12,fireball
12,sphere
13,sphere
20,triangle
20,formation
20,formation
20,formation
21,unknown
21,fireball
21,fireball
21,circle
22,oval
22,oval
22,unknown
23,light
23,fireball
23,formation
23,formation
20,other
20,disk
20,circle
17,other
22,triangle
22,diamond
00,changing
01,unknown
01,light
02,circle
15,oval
17,triangle
22,other
22,other
00,circle
21,light
00,light
02,light
05,other
10,cylinder
14,cigar
20,oval
21,light
22,oval
00,sphere
17,oval
17,circle
00,triangle
05,teardrop
21,chevron
23,circle
03,triangle
05,disk
20,oval
21,other
21,triangle
22,circle
01,chevron
03,formation
04,triangle
06,circle
06,sphere
10,changing
11,egg
15,unknown
18,oval
22,unknown
00,light
18,circle
21,oval
21,oval
21,formation
22,other
22,light
22,disk
10,circle
13,disk
21,light
21,circle
21,circle
03,disk
03,light
03,light
12,oval
15,egg
19,circle
19,light
21,circle
22,changing
22,triangle
09,circle
10,changing
20,rectangle
22,sphere
22,flash
23,formation
23,light
01,sphere
03,triangle
12,disk
14,unknown
19,cigar
21,light
22,changing
22,circle
00,changing
01,light
02,light
10,oval
12,fireball
21,formation
02,fireball
02,sphere
03,triangle
04,light
09,disk
16,circle
16,flash
20,changing
20,triangle
20,circle
21,other
21,light
21,changing
21,light
21,other
21,circle
21,fireball
21,circle
21,other
21,triangle
21,fireball
21,light
21,circle
21,fireball
21,unknown
22,fireball
22,light
22,sphere
22,other
22,circle
22,sphere
22,other
23,oval
23,flash
23,light
23,circle
04,light
10,rectangle
18,cigar
19,triangle
19,sphere
21,formation
21,triangle
21,other
21,circle
22,triangle
22,light
22,circle
22,light
23,light
24,sphere
23,light
01,light
19,circle
23,triangle
16,circle
20,disk
22,triangle
01,formation
12,sphere
22,sphere
23,disk
20,unknown
21,other
22,unknown
02,changing
20,light
04,light
21,formation
14,circle
13,sphere
23,oval
11,light
13,triangle
22,sphere
23,light
23,cigar
16,disk
23,fireball
01,circle
04,other
15,unknown
21,other
24,oval
03,other
04,light
17,circle
21,fireball
21,light
22,chevron
22,light
07,cylinder
14,rectangle
18,sphere
20,cone
20,circle
23,triangle
23,triangle
05,oval
13,sphere
14,cigar
16,other
20,light
20,unknown
23,cone
24,fireball
01,light
02,light
05,cylinder
14,oval
19,diamond
21,light
22,triangle
03,light
11,cigar
19,unknown
20,light
21,triangle
21,cone
22,changing
22,light
22,changing
00,changing
01,triangle
02,oval
04,triangle
19,cigar
02,other
03,formation
20,unknown
20,light
21,disk
21,circle
21,egg
23,diamond
00,light
02,circle
03,triangle
03,triangle
13,other
14,circle
20,light
20,sphere
21,light
21,circle
22,other
22,circle
23,triangle
00,circle
00,triangle
02,light
04,other
10,fireball
11,teardrop
15,other
15,circle
22,light
22,light
22,light
06,oval
08,disk
15,unknown
19,fireball
20,light
20,light
21,changing
22,unknown
23,triangle
04,light
07,circle
13,disk
21,other
21,light
21,oval
23,light
23,oval
23,light
03,circle
09,oval
20,sphere
20,sphere
20,disk
20,rectangle
21,triangle
22,sphere
22,triangle
22,oval
23,teardrop
01,unknown
01,light
19,cigar
21,light
21,other
21,light
21,triangle
22,oval
23,light
12,unknown
16,fireball
21,sphere
22,oval
22,triangle
23,triangle
23,circle
00,other
00,rectangle
00,fireball
01,light
02,light
03,triangle
08,cigar
10,triangle
14,triangle
20,light
20,unknown
20,fireball
21,light
21,oval
21,circle
21,triangle
22,light
22,sphere
22,sphere
22,chevron
22,circle
23,circle
24,changing
20,light
20,other
21,sphere
21,fireball
21,light
21,flash
22,sphere
22,fireball
22,fireball
23,oval
18,disk
21,unknown
21,triangle
02,disk
20,light
01,triangle
04,fireball
06,other
02,light
10,flash
13,disk
20,other
21,flash
16,sphere
20,light
02,unknown
23,triangle
01,changing
01,light
20,light
21,light
